Location(x=168.903915, y=326.596130, z=0.000485)
Location(x=168.404892, y=326.595978, z=0.000479)
Location(x=167.905472, y=326.595825, z=0.000468)
Location(x=167.240723, y=326.595612, z=0.000451)
Location(x=166.768723, y=326.595428, z=0.000443)
Location(x=166.295578, y=326.595398, z=0.000439)
Location(x=165.807571, y=326.595276, z=0.000441)
Location(x=165.295853, y=326.595123, z=0.000450)
Location(x=164.814606, y=326.594971, z=0.000464)
Location(x=164.325500, y=326.594788, z=0.000480)
Location(x=163.818314, y=326.594788, z=0.000490)
Location(x=163.309235, y=326.594788, z=0.000489)
Location(x=162.805618, y=326.594788, z=0.000477)
Location(x=162.303009, y=326.594788, z=0.000463)
Location(x=161.813095, y=326.594788, z=0.000450)
Location(x=161.308075, y=326.594910, z=0.000441)
Location(x=160.825439, y=326.594940, z=0.000438)
Location(x=160.356339, y=326.594940, z=0.000441)
Location(x=159.897949, y=326.594940, z=0.000451)
Location(x=159.400177, y=326.594940, z=0.000465)
Location(x=158.908905, y=326.594940, z=0.000478)
Location(x=158.397629, y=326.594940, z=0.000486)
Location(x=157.892639, y=326.594940, z=0.000484)
Location(x=157.387222, y=326.594940, z=0.000473)
Location(x=156.883881, y=326.594940, z=0.000461)
Location(x=156.398483, y=326.594940, z=0.000449)
Location(x=155.910599, y=326.594940, z=0.000442)
Location(x=155.427689, y=326.594940, z=0.000440)
Location(x=154.955566, y=326.594940, z=0.000445)
Location(x=154.473724, y=326.594940, z=0.000455)
Location(x=153.980560, y=326.594940, z=0.000469)
Location(x=153.486740, y=326.594940, z=0.000481)
Location(x=152.983566, y=326.594940, z=0.000486)
Location(x=152.459808, y=326.594940, z=0.000481)
Location(x=151.943558, y=326.594940, z=0.000469)
Location(x=151.431564, y=326.594940, z=0.000456)
Location(x=150.957626, y=326.594940, z=0.000447)
Location(x=150.492737, y=326.594940, z=0.000441)
Location(x=150.019272, y=326.594940, z=0.000441)
Location(x=149.551346, y=326.594940, z=0.000448)
Location(x=149.052490, y=326.594940, z=0.000460)
Location(x=148.539444, y=326.594940, z=0.000473)
Location(x=148.033752, y=326.594940, z=0.000482)
Location(x=147.519821, y=326.594940, z=0.000484)
Location(x=147.013321, y=326.594940, z=0.000477)
Location(x=146.493423, y=326.594940, z=0.000465)
Location(x=145.998032, y=326.594940, z=0.000453)
Location(x=145.518814, y=326.594940, z=0.000445)
Location(x=145.043701, y=326.594940, z=0.000441)
Location(x=144.561798, y=326.594940, z=0.000444)
Location(x=144.081238, y=326.594940, z=0.000452)
Location(x=143.601532, y=326.594940, z=0.000465)
Location(x=143.107391, y=326.594940, z=0.000477)
Location(x=142.611923, y=326.594940, z=0.000483)
Location(x=142.099350, y=326.594818, z=0.000482)
